obj_id,time,feat_name,feat_start,feat_end,vel,vel_err,vel_samperr,pew,pew_err,pew_samperr,area,area_err,area_samperr,spec_flag,feat_flag,notes
739,2453622.5,pW1,3671.822466727737,3919.1730350242265,11423.931678001423,0.0,133.03282475496368,58.548297985766794,0.0,3.1812478678313205,3.3601683975607855e-15,0.0,2.4523603890223733e-16,0,0,
739,2453622.5,pW3,3919.1730350242265,4613.067992103774,,0.0,,142.670444052908,0.0,11.190826783209012,1.231454116302043e-14,0.0,1.0703854854894174e-15,0,0,
739,2453622.5,pW4,4613.067992103774,5302.585063018787,14126.441955239487,0.0,215.2180639673174,159.76997993994922,0.0,3.7809442770319124,1.593680388479616e-14,0.0,5.054982260043334e-16,0,0,
739,2453622.5,pW5,5302.585063018787,5554.313517479819,4696.35361457091,0.0,751.3126271050968,9.621969277636012,0.0,2.9293379505603903,8.345653965331985e-16,0.0,2.6142917103701913e-16,0,0,
739,2453622.5,pW6,5554.313517479819,5847.631890503976,14164.88238545295,0.0,217.532692816132,26.798596051445106,0.0,2.8998212250120385,2.1984737823399856e-15,0.0,2.623129864049883e-16,0,0,
739,2453622.5,pW7,5847.631890503976,6598.439367722539,9437.280975631724,0.0,815.9308451949869,58.93467610628064,0.0,14.637446354391216,4.887388419891818e-15,0.0,1.2262109928619734e-15,0,0,
762,2453622.5,pW1,3613.129122817834,3920.428614249468,13863.348446691709,0.0,160.91720712098257,88.68376866576432,0.0,3.065347934433904,4.445459351014059e-15,0.0,2.1861093697694856e-16,0,0,
762,2453622.5,pW2,3920.428614249468,4071.0257160106653,10487.958601539956,0.0,1091.1587940485335,9.177511135722508,0.0,1.2538682470412708,5.272233886825286e-16,0.0,7.63134797578546e-17,0,0,
762,2453622.5,pW3,4071.0257160106653,4604.220860084102,11427.696567894343,0.0,375.1913049245198,102.04752636681611,0.0,8.044757183795298,5.827241500747037e-15,0.0,5.497228596499946e-16,0,0,
762,2453622.5,pW4,4604.220860084102,5161.837155794487,18106.913123705235,0.0,414.30204656518265,129.95911098613206,0.0,9.21774077335664,6.0849184906745216e-15,0.0,5.896879868180601e-16,0,0,
762,2453622.5,pW5,5161.837155794487,5631.944324805804,9340.810583359256,0.0,2310.0428602288625,56.75955074361477,0.0,7.625730159661948,2.0442681741829286e-15,0.0,3.043841037506341e-16,0,0,
762,2453622.5,pW7,5994.191407420577,6319.806762579927,9570.397953362866,0.0,403.1151148361438,51.07064464444272,0.0,8.13042650053603,1.7129467996342882e-15,0.0,3.016457626827298e-16,0,0,
774,2453622.5,pW1,3695.069120142502,3914.616868026878,10136.726407738892,0.0,223.05236397316403,48.60046885174861,0.0,4.963623415536818,3.855056269940754e-15,0.0,5.049108513549415e-16,0,0,
774,2453622.5,pW3,3914.616868026878,4610.96023000357,7624.184965994512,0.0,1759.3939932987225,117.24343837028208,0.0,10.006192363204214,1.20348956114215e-14,0.0,1.1735785539215947e-15,0,0,
774,2453622.5,pW4,4610.96023000357,5358.309634418042,10513.742348323323,0.0,5098.623716076816,90.67646768404212,0.0,6.455608567822888,9.997713830706863e-15,0.0,8.212861248855391e-16,0,0,
774,2453622.5,pW6,5560.1161501501465,5861.717096738771,13686.271030545337,0.0,202.9147427142468,26.565878950506026,0.0,2.398170869444224,2.5317524454539592e-15,0.0,2.49599450122471e-16,0,0,
774,2453622.5,pW7,5861.717096738771,6589.107614981942,6386.485194740811,0.0,993.5072874315357,82.59974866165541,0.0,7.597358653687247,8.294842795779535e-15,0.0,8.45010744628441e-16,0,0,
1032,2453638.5,pW1,3690.573948287784,4005.935821852321,8103.870144951536,0.0,7.249797028238505,59.1704648145491,0.0,6.747851577067458,1.9804388305103067e-15,0.0,2.7481970528737567e-16,0,0,
1032,2453638.5,pW3,4005.935821852321,4619.497018039109,12781.090085234016,0.0,531.6027531406044,116.98165247755735,0.0,6.449971888311706,5.923783895706154e-15,0.0,3.913223612342788e-16,0,0,
1032,2453638.5,pW4,4617.351699171326,5544.12945005487,8915.446017114711,0.0,313.70304321728236,145.285146115764,0.0,5.281359976583472,8.445670316034943e-15,0.0,3.6706432690742574e-16,0,0,
